business_id,cool,date,funny,review_id,stars,text,useful,user_id
iA8Ve2sZKN5Vz3mYKrtCaQ,10,2012-06-01,4,hz0AYZLSXFH7gLQrPNkAyA,4,"Komol has been on my radar for about a year and I finally stopped in Wednesday evening.  

I knew from looking at the menu online that I wanted to try a duck dish.  I ordered the duck chili mint - boneless duck stir fried with garlic, hot peppers, and basil.  After reading the Yelp reviews of people I know, I opted for a spiciness level of 6 out of 10.  It turned out to be just about perfect considering the dish was spiced with red chilis and several slices of fresh jalapeño.  Tasty indeed but not overwhelming.

For dessert, I ordered the pumpkin in coconut milk.  It was fresh pumpkin cubes in sweetened and warmed coconut milk.  Very good!

Service was excellent.  When I asked the server about the size of a cup of soup, he told me it's generally too big for one person--people often split it--and I opted to skip having soup.  It was early and the restaurant was quiet, but everyone who works there was cheerful, greeted me, and had a big smile.

Thanks for the tips, Misti, Mamie, Holly, and Paolo!

I have to go back and try some more.  It is good!",11,PKEzKWv_FktMm2mGPjwd0Q
OMT48Xn1C0axPmGf6INUEA,3,2011-01-20,1,wyrVWH57BwA0Rq7u7TY5Yw,3,"I write this review with mixed feelings.  I wish we didn't have to go there.  My wife is still an addicted smoker.  This the trek to this store periodically to replenish her supply.

I have mot found service to be an issue.  They offer off brands at more reasonable price than the name brands.",3,PKEzKWv_FktMm2mGPjwd0Q
nOidqR9yk6clKeXbuT_gZg,1,2012-08-01,0,oX8e2vyDnIaV1e121h3Oag,4,"I haven't been to this theatre for a long time because I have two others that are closer to me.  I came here last night to see the Royal Ballet's Sleeping Beauty.  This theatre shows many of the Opera in Theatre or Ballet in Theatre offerings.  They do not bring the Met in HD, so I go elsewhere.

The theatre was clean and comfortable.  This was a 7 PM screening and since it seems that many Las Vegans are out of town on end of summer vacations, there was no wait at the ticket booth.

A pleasant place.  I'll be back as they continue to screen these special events and some art and foreign films you won't find elsewhere.",2,PKEzKWv_FktMm2mGPjwd0Q
aYTiyhUbc6uL7jSAXGKhrA,11,2015-04-18,9,AZpiy38zYjOKzpPPTNM_Rw,5,"Well, I gave Gelato Messina a chance and they didn't let me down!!  Having come here a few times since they opened, I have tried a number of their weekly special flavors.  Having a Facebook post daily on my wall with the flavor of the day is so enticing but it is informative.

Tonight I went over and got some #2, peanut butter gelato with brownie pieces and dulce de leche jam.  It was excellent.  I now get a pint which comes in a plastic container in a styrofoam holder so it travels well for short distances.  That's my problem.  GM is only about 1/2 mile from home.  My MO is to wait until 9:30, drive over, get a parking spot on the street, and I'm back home in 10 minutes.

This is as good as it gets,  The staff is very pleasant and I know I'll be back!",13,PKEzKWv_FktMm2mGPjwd0Q
nu1GQ_Q43JqzrWMZE_dE1Q,12,2015-04-11,7,TBcjZOLaQfoiwKFSjq04fw,4,"This is celebrity chef Brian Malarkey's foray into the Las Vegas food scene. The restaurant is divided into three sections and there's a bar area with eating/drinking overlooking the casino.   Four of us met for dinner and ordered a number of small plates, greens, and main courses.  We shared all items ordered and here's the list:

Egg and pork belly
Short ribs
Brie and cranberry jam
Cowboy caviar
Shrimp and grits
Mushrooms and burrata
Strawberry, champagne, walnut, and goat cheese salad
Spinach, bacon, mushroom, and sweetbread salad
Jalapeño-chorizo corn off the cob
Pork butt with whiskey apples and bacon emulsion
Duck with white bean, confit, and fig
Brussels sprouts and walnuts
Mahi ""baja"" with drunken cherries and smokey almonds
Apple crostata
Ermahgerd sundae
S'mores
Pumpkin cake

While waiting for all four to arrive, two of us were given a container of cheddar puffs and more were brought when we were all seated.  We discussed what each found interesting on the menu.  The head chef joined us and explained the entire menu and he gave us some suggestions.

The outstanding items were the egg and pork belly, cowboy caviar, the strawberry salad, pork butt, Brussels spouts, egg and pork belly, and the mahi.  Of those items, the mahi was the best thing of the night.  The char and the perfect grilling of the mahi made it an incredible dish.  The cowboy caviar, a.k.a. bull testicle, was tender and had a light breading before frying.  

The pork belly was quite thick but was tender and cooked well.  I was surprised at how much I liked the strawberry frisée salad.  The champagne dressing with the walnuts and goat cheese was very refreshing and tasty!    The pork butt was done nicely so that it was pull apart goodness.  There was a discussion about the Brussels sprouts.  I was very fond of this dish and I found the crisp char on the sprouts to be just to my liking.

My only disappointment was the brie with cranberry jam.  The brie had lost all flavor and it really needed the jam to give the dish some taste.  I'd skip this one.

As for dessert, we agreed the S'mores topped the others.  The menu describes the dessert as Graham + salted caramel ganache + honey chocolate mousse + marshmallow + chocolate ice cream + cookie crumble.  The Ermahgerd sundae was also good.  It's described as Peanut butter gelato + peanut coffee ""rocks"" + caramel+brownies + brûléed banana.  The pumpkin cake and the apple crostata were also very good.  I think I could go back and have all five of the desserts but skip the 6th--cookies and milk--and I'd have had a memorable time!  Great ending to our feast!

Service was excellent.  Jeremy--our main server--came from the original Searsucker in San Diego and he was top notch in everything.  We were given clean share plates and utensils for each course.  Jeremy coursed our selections perfectly so we didn't get a whole lot at any one time.  Water was replenished often.

For a new place, they are really doing things well.  Plating was nicely done, the flavors are complex, and the textures are good.  

I'll have to get back here if they put back on the menu the rabbit and wild boar chops that are listed online but have been removed from the printed restaurant menu.",17,PKEzKWv_FktMm2mGPjwd0Q
Wxxvi3LZbHNIDwJ-ZimtnA,1,2011-05-10,0,17MjF7xmDLc3WZcAhZ-wEw,3,"Review is for casino only:  This place is OK.  It's a bit spread out, but it's easy to navigate when you know it's little quirks.  They did move my favorite VP machines but a check with one of the floor people let me know where they are.

The audio playing last night--notice I didn't use the word music--was simply awful.  Whoever programmed this must have been high or nuts or both.

Not a bad place to play on the Strip.",1,PKEzKWv_FktMm2mGPjwd0Q
FhhW4TMtc5wbt8n85IzwNA,18,2016-10-31,12,c-FVYWQwgyj76YcrFF0kzQ,3,"After early dinner at Gata Thai in the same plaza, I came here for dessert.  I just wanted some gelato and I chose the ube.  The case was fairly barren but it was 5 PM on a Sunday afternoon and they close at 6 so much of their gelato had been sold.

The shop is fairly small with maybe four tables if you're eating in.  I'm guessing that a lot of pastries are boxed and taken home.  

I ordered a 6 ounce cup of ube gelato.  It was very creamy and had a good flavor.  It was just the perfect ending to what dinner that started at another place.

I did take the opportunity to check out the pastry case and the lava cakes looked quite tempting.  Having a 6 ounce cup of gelato was enough.  Besides, it will give me a reason to stop in again sometime to try the pastries.

The macarons look good and that will be one thing I try on a future stop!",22,PKEzKWv_FktMm2mGPjwd0Q
JDZ6_yycNQFTpUZzLIKHUg,8,2015-03-16,4,TSgXsDnBDkoBtfuLGkjV4Q,4,"8 of us gathered here for lunch yesterday.  For starters, we ordered two quesoin fundidos, one with mushrooms and the other with chorizo.  We also got an ordered of garlic lime fried chapulines (grasshoppers).  With the quesos, we were brought both corn and flour tortillas.  

For the main part of lunch, we got their Grande feast plate which the menu says serves 10-12.  The grande feast consists of two feast plates--the pequeño which serves 3-4 people and the mediano which serves 6-8 people.  The pequeño consists of steak, carnitas & chicken burritos, pulled chicken or cheese quesadillas and beef & chicken taquitos.  The mediano platter consists of Sliced carne asada, grilled chicken, grilled shrimp & chorizo with queso fresco, cactus, grilled onions & chiles.  

There was more than enough for these hungry eaters.  carne asada, grilled chicken, and grilled shrimp of the mediano were very well cooked and seasoned quite well.  I had some of a chicken burrito from the pequeño platter and it was well prepared.  The chapulines were good put a bit pricey at $12.  

For dessert, we got three complimentary flans (one for each Yelp check in) and we got one order of tres leches cake.  The flan was standard.  I really enjoyed the tres leches cake.  Too bad we had to share!

While we were eating, the General Manager, Christian Umlauf, visited our table and talked with us about the restaurant and was very genial and a gracious host.  Shortly after, Chef Paco, the executive chef, came to the table and brought a bag of spicy nuts that his mother sends him from Mexico City.  He shared a good part of the bag with us in a styrofoam cup.  A very pleasant man who explained some of the dishes.

Jesse was our server and he did an outstanding job!  He kept water glasses filled, brought more tortillas as needed, and was always available when we had a equation.

El Dorado has been on my radar since Yelp had an event there and I was unable to attend because of a conflict.  I will be going back to try some of their signature items.  The restaurant is very nicely appointed.",9,PKEzKWv_FktMm2mGPjwd0Q
S-0QfksFDtwJhHUa8pg5ow,1,2010-11-26,0,-efBDI6InByXXSISJFjRSg,4,This is a typical Starbucks outlet with the free wifi and plenty of seating.  Competent staff.  Good beverage.  I'm making my way slowly to every Starbucks in the Las Vegas Valley.,0,PKEzKWv_FktMm2mGPjwd0Q
xj6Xs3HHr7YBdY2gH3sOfw,0,2010-10-23,1,9YBews3oa0Jhujv4AZA8KQ,3,"Good prices for day-of shows, but unfortunately it appears that some of the casinos have paid off the staff to ""encourage"" ticket buyers to buy tickets for one show over the others.

We were looking at the lists of shows for Saturday night, and were approached by 3 different staff members at different times while we were deciding, who were all very friendly, but recommended the same show.  When we decided on a different show, they all asked us ""Are you sure you don't want to see the other show?"".  When we went to the counter and told the clerk the show we were going to see, he also mentioned the other show and tried to recommend it to us.  

Now, the first time I was approached and got the recommendation for the other show, I thought, OK, I'll look at the brochure and decide.  But to have it ""recommended"" by 3 other people at various times, and to have it mentioned again after deciding on a different show, is shady.  So, let the buyer beware.",4,DK57YibC5ShBmqQl97CKog
-A5jntJgFglQ6zwAmOiOMw,0,2013-05-26,0,e0viCBLO0xP8DEZifbfKyw,4,"Rock bottom prices for a hotel that's about a mile from the Strip. When we walked in, the room smelled strongly of bleach, which is fine since I'd rather have it smell more antiseptic than smelling like no one had done anything to the room. The room itself was spacious and the bed was comfortable. The hard wooden bedframes have sharp corners that are right at the shin/knee level which can cause some painful bruises if you are not careful of where you walk! 

The bathroom was also spacious, with a shower, no tub. The shower itself has good water pressure, but the floor in our shower made a strange creaking noise whenever I moved.

We stayed for one night over the weekend and found the hotel to be quiet. We couldn't hear any of the other patrons which was nice (Although this might have been due to the fact that there weren't many patrons here in the hotel in general).

Breakfast was decent. It included beverage such as apple and orange juice, milk, coffee, and tea. There were bagels, slices of bread, mini-muffins, fruity breakfast bars, bananas, and cereals. Food was refreshed fairly quickly once items ran out, and there was no problem finding a place to sit and eat.

Check-in and check-out was easy. Be aware that there is about a $9 facility fee which covers breakfast, wi-fi, exercise room, etc.

In general, while you're getting a deal by staying off the Strip, the hotel is a nondescript brown building with not a lot of good signage yet. The location is a bit less than ideal since it's bordering a more run-down part of town. There is a nice underground garage though.

One thing to note is that there isn't any fridge or microwave in the rooms, so plan accordingly.",0,DK57YibC5ShBmqQl97CKog
kVXq3urVLGynJiWOiDyNWw,1,2012-01-28,0,Rp2oEXvXqqRZSZ54xFaPQw,4,"Large assortment of fresh produce, prepackaged foods, and meats.  When I want to replenish my Asian grocery supplies, Mekong Supermarket and Lee Lee Market are my places to go!",1,DK57YibC5ShBmqQl97CKog
IKpVBsOTixsnoU4r0Sc42A,1,2010-10-30,0,u8TAMsJoq86Yb4sqW0oiBA,4,"I've tried several different dishes here and they have all been delicious.  They have a wonderful samurai pad Thai which has tempura shrimp in it.  I have always gotten food here to go so I can't say much for their sit down service, but our order always is taken care of quickly and our food is ready to go without much delay.",0,DK57YibC5ShBmqQl97CKog
bsauQzwixetBDjA7SqUlVA,0,2010-06-22,0,aRBwBYvX_ujPEmY3XeaYVw,5,"Superb breakfast.  Best French toast I've had in some time- perfectly made and delicious.  They have good southwestern breakfasts too, like the Spicy Mexican skillet and pork carnitas skillet.  Will definitely be coming here again when I'm looking for a good place to eat breakfast.",2,DK57YibC5ShBmqQl97CKog
D3ehpx1uKG5aLuaJgztYDg,19,2017-07-24,12,H5vQdhOq46-dT_VuuOuCxA,4,"I was actually on my way to Someburros and had parked in the back lot when I spied with my little eye a coffee shop just across the way! Coffee and a breakfast burrito, not a bad combo no? At least that's what I thought as I high tailed it to Solo Cafe. 

The interior is super funky and definitely what you'd call eclectic. There were 3 people that still needed orders made and the barista was the only person at the counter so it did take some time to order but that allowed me to browse through the menu. Since it was such a gross and muggy day I went with the most refreshing caffeinated beverage I could get, the spiced iced toddy. I asked for almond milk in the toddy and the barista filled it to about an inch or two from the top and gave me the carton so I could pour as much as I wanted. Thanks! I also liked that there were Monin bottles with pumps on the counter with honey, regular sweetener, and sugar free sweetener available for your drink free range. That's a nice touch!

The drink itself was perfect for summer. If you like a stronger brew this isn't your drink since it had a light coffee flavor/it was a light brew. The taste of the coffee was perfectly balanced with the spices in it (Clove, allspice, and I think cinnamon?). I did two pumps of sugar free sweetener for my 16 oz drink which was just the right amount for me. 

They have an awards system but you have to input your cell number and then download an app (I had never heard of it before, not 5 Stars) to start using it. Personally I don't like downloading more apps than I need, especially ones where I will only use it for one business. 

Other drinks on the menu looked intriguing too so I'll be back to try more! 

4.5/5",21,DK57YibC5ShBmqQl97CKog
rxZPtrCuVqqKXxX8op3LRw,2,2013-08-03,1,T_AVHEUf2YWXzJIXK9p87Q,4,"A well organized Half Price Books. They have a nice selection of modern and classic books, comics, with a special selection of rare/first-edition books too. There is a small selection of games, and some CDs, DVDs, and records for sale as well.",1,DK57YibC5ShBmqQl97CKog
OAEeaLLm_9sHksKJEY0o0w,0,2011-03-30,0,xwSgvJYomRdoYRJfeadkjA,3,"We had a get together of online friends here yesterday.  The thing that keeps this from getting 4 stars is the fact we waited until 4:15 for them to open.  Their posted hours begin at 4.  Someone in the group finally got through on the phone to someone who unlocked the front door and opened the place.

We were given Napoleon's Retreat, the private room, as a quiet place for the 15 people to get away from the loudness of the main room.  

Congratulations to the staff for turning a losing moment into something positive.  But you know, when you're advertised opening time is 4 PM, you should have the doors opened then or shortly thereafter--not 15 minutes later.",1,PKEzKWv_FktMm2mGPjwd0Q
4jUj7xHIhdHpTrb0ZXSToA,2,2014-01-05,1,0jp9BFLbX4GXOBHmeJ_zZg,4,"I've been here two other times. Today was special as we had our ""doughnut crawl"" in the large room behind the coffee bar.

The two working the slow shop (it's winter break at UNLV) were very polite and helpful.  I got my usual Black Forest Ice Blended and it was great!

It was quite good of the staff to let us have our Yelp meeting in their room!",5,PKEzKWv_FktMm2mGPjwd0Q
Ka00H3EHLLiPNpMj1V4Hcw,15,2014-03-07,3,3LODGiR0joeTj_QS3_5Tjw,4,"I decided to play tourist and go to the Strip to check out the newly opened Linq entertainment district between the Flamingo and the Quad.  I really like what they've done with this former street by turing it into a pedestrian space with shops, restaurants, and at the end, the High Roller, what will be--for awhile anyway--the tallest wheel of its type in the world.

There are lots of spaces to be rented yet and there are several that will be opening soon.  When completed, the Linq will offer a full compliment of entertainment whether shopping, eating/drinking, or riding a thrill ride.",9,PKEzKWv_FktMm2mGPjwd0Q
5z1WIr7E9P2CSzyN5seeSA,5,2013-09-16,1,tIyA7O4G0OVEK7nPkHJbgQ,4,"I went to the Sterling Brunch yesterday to give it a try before the Bally's Steakhouse closes.  They are not sure if the Sterling Brunch will be continued.  Things seem to be in limbo right now.  About a month ago, I made a reservation on Open Table when I learned of the uncertain future.

I arrived a bit early but there was no problem.  I was seated quickly after the hostess checked by Total Rewards card.  There is a small reduction in price with the TR card.  She handed me off to a maître d' who escorted me to my table.  There I was introduced to my server, John, with whom I shared some laughs and comments and from whom I received superb service.

I wasn't there for the unlimited champagne which John was about to pour when I stopped him.  Instead, I asked him for some tomato juice.  He was back in a flash with a good sized glass of tomato juice.  I then made my first trip into the side room where the brunch is set up in chafing dishes on tables.  I found the one with the lobsters and got one.  I added to this a nice petit filet mignon and a lamb chop cut from a rack of lamb that was nicely rare.  The lobster tails (all four of them) were very good and quite good considering they had been grilled and were sitting in a chafing dish.  I was surprised by how tasty the filet was and how medium rare it was again given that it had been broiled and was in a chafing dish.

The second foray was for two more lobster tails and some caviar.  Now you know why I came to the Sterling Brunch.  It was the lobster but there was a good selection of brunch items besides the lobster.

My third trip was for another lobster tail.  I also got some jumbo peeled shrimp, a small amount of lox, and a half yellow tomato stuffed with crab salad.  My last two trips were for dessert to round out the experience.  The last dessert was a made to order fresh fruit crèpe with whipped cream, some more fruit and some chocolate sauce.

A few things about the buffet.  The butter for the lobster and crab is melted and kept in a teapot like container.  As needed, the worker fills the small jars with butter.  The butter should be a lot warmer than it is.  It should be stored in a heated compartment and we could get our own.  It's nice to pick up a glass and go but when it's below standard, that's not the best answer.

There was so much more that I could have tried.  I skipped all the sashimi, the salads for the most part, and some the breakfast foods.  After eating four lobster tails, there wouldn't be a lot of room for those frills.

One thing that marked the brunch was the outstanding service and attitude of the servers and bussers.  Everyone was efficient, polite, had a nice smile, and were very friendly.  If you got a made to order omelette, you didn't wait.  You got your other things and it's brought to your table.  That's just how they do things.

The steakhouse is a classic Las Vegas one.  Lots of wood, booths, and a couple of small tables like the one I was at.  I noted the amount of champagne that was being poured and I heard John tell another customer that they averaged over a bottle per person.  He also would go to the kitchen and bring some special requests to tables.  That's just how the service was.

I  think I'll do this again if it continues and I'll have some of the other foods and cut back on the lobster.  After all, I had no oysters either.  I must be slipping!",6,PKEzKWv_FktMm2mGPjwd0Q
pXQV_vlMtQt---3W_do9Zg,4,2014-08-17,3,wI0P4YR2z1KA_dNSAcIglA,3,"After reading a story about Maru's, I decided to give it a try.  I drove there and ordered a Sicilian style half pizza with four cheeses.  The gentleman wanted to make sure that I knew that each of the cheeses was an extra topping.  I also ordered mushrooms but there were none.

I waited for the pizza to be baked and then I brought it home.  The pizza was good and large enough that it provided 1 1/2 meals.  They gave me a small bag with lots of napkins and extra cheese and three packets of crushed red pepper.  That's a nice touch.

I was pleased with the pizza but I'm not sure the value is there.  $20 for a half Sicilian?  And, it's an extra drive for me to go here.  I can get the same or better only 2 miles from home instead of going to Maru's.  I;m glad I tried it but I'll stay with my tried and true pizza vendors.",7,PKEzKWv_FktMm2mGPjwd0Q
ZPwx7ktiVluGFVg0L05n5A,8,2014-10-18,4,HZhtMjwvYCh57B_d-CqKNg,4,"I have driven by Rincon countless times and was amused by the name in big letters and below a small sign saying Italian deli.  It didn't seem to go together, but I get it now.  They have more than just Argentinian food but that's the highlight.  It's the corner storefront of this U shaped shopping plaza in Chinatown, hence the name.

I came here with a friend for a late morning lunch and we ordered and shared many items from the menu.  We were brought some bread and chimichurri.  The spices in the chimichurri were very good and went well on the bread and some meat we had later on.

We started with an order of provoletta--grilled provolone cheese topped with chili and the chimichurri spices.  We took our knives and dug in and pulled up some cheese that hung like melted cheese will.  I put the cheese on my bread.  Vary tasty and great start.  We then got the order of three empanadas--one ham and cheese, one chicken, and one corn and cheese.  All three were good.  I liked the chicken the most.  The crust was flaky and thin.  The amount of filling for the three was perfect.

Then came the main course--a Parrillada Argentina, a mixture of grilled meat.  Ours consisted of three sausages, sweet bread, skirt steak, and short ribs.  It was perfect for sharing.  We each had a length of short rib, one white sausage each, we shared the one black sausage (blood sausage or blood pudding are two names for it) and we each had a skirt steak.  We got all the meat cooked medium.  The skirt steak was a little tough but it was tasty.  The chimichurri added to the meat.  The grilled meats were really very good.  My favorite here was the blood sausage.  It's the first time I've had it and it was quite good.

Then we ordered four desserts to share--dulce de leche flan, an alfajor, a Mil Hojas, and a pasta frola.  While all four were excellent, I had two favorites here--the mil hojas and the alfajor.  I'd had an alfajor once before and it was good to have this sweet cookie once again and the mil hojas had a great filling of chocolate and the spice, which we couldn't quite place was cardamon our server told us.  The flan was very soft and the pasta frola--quince tart--was also quite good.  

Service was great!  Our server was a delightful young woman who answered questions and always had a pleasant smile.  She refilled our water glasses several times.

A great meal with a good friend--that's what Saturdays are for--or any other day of the week ending in y.",12,PKEzKWv_FktMm2mGPjwd0Q
SMRg_KiTXeUb6xYlB98ocQ,2,2013-06-26,1,1hy0EfT-Mdzl6dG3Lc83Og,4,"I'm going to agree with Oscar and give Neonopolis 4 stars for what it's becoming rather than for what it is now.  The place is no longer on life support and it shows many signs of life and the future looks brighter from the past years when a few restaurants and shops opened and quickly closed for lack of business.

Telemundo coming and renting a good portion of the area for its studios was a boost.  The new Denny's is certainly a boost.  There is a new bar, Drink and Drag, that garners good reviews from the Yelp crew.  Finally, the new zip line ride is being constructed right in the middle of the place.  All these things point to renewed hope for the concept which never really made a go until now.

This morning, I had breakfast at the new Denny's.  I parked in the underground garage which is very, very handy!  One flight of stairs to walk up and I was there.  I was surprised when I got to the booth that there was no charge for the parking.  Their website says free parking with validation but Denny's doesn't validate.  Perhaps it was because I was less than an hour and it was a weekday morning.  Whatever the case, it was a nice bonus.  We are so spoiled by the free parking common in Las Vegas.

I'll make a point of coming here more often.  I want to ride the new zip line when it's done.  Seems like it would make a good UYE.",4,PKEzKWv_FktMm2mGPjwd0Q
Rtaca3VZIioxy6N006NKaQ,17,2016-07-16,11,5WwaIpdc1NWFTxXbQR6VQQ,3,"When it's so hot you can fry an egg on your car, Sonic is on your way home, and it's happy hour (Half price drinks 2-4), how can you resist? I also had a voucher for a free medium drink and I ordered using the drive through. Wait time wasn't too bad, only a few minutes. 

I didn't get a receipt but the order was fairly simple so I guess I don't mind too much.",16,DK57YibC5ShBmqQl97CKog
6Z6IyosSMciZtwk8hRLRag,2,2012-04-22,1,tIvcZkoCSGmLw6c2e33uBw,3,"China Mama has gone downhill since the first time I went there.  We went for dinner before theatre tonight and it was somewhat of a letdown.  The star of the meal was the xiao long bao.  The dumplings were tasty, good pork filling, and the broth inside the dumpling was very good.

I got the Chicken and Assorted Vegetables with Szechuan Hot Sauce In Pot.  It was a very large bowl.  The broth was good and it was nicely spiced.  My wife ordered sesame chicken.  This wasn't that good.  The chicken consisted of small nuggets for the most part coated with a sweet cause and topped with some sesame seeds.  I tried some and the chicken was very blah.

I guess this will be the last I come to China Mama.",4,PKEzKWv_FktMm2mGPjwd0Q
f5iC98vNAziOiAuWGP6Jww,0,2013-10-10,0,ii9FL_speRTl-YWkq9c4eA,3,"Standard Rubio's Baja-style Mexican fare, with friendly service. The salsa bar has 3-4 different salsas to choose from, including a green tomatillo salsa and chipotle. The mahi mahi burrito was a large portion with big chunks of fish, a flavorful sauce, with cabbage, guacamole and rice.",0,DK57YibC5ShBmqQl97CKog
MhQ7U1z-Ey8I8n80Osc75g,1,2015-10-11,1,Y2l9BMkbfoHy1BKezs7rPA,4,This is typically the Home Depot we go to if we need home improvement supplies. The plant selection here is pretty good and I can usually find whatever I need with no problem.,2,DK57YibC5ShBmqQl97CKog
aD0EslPREWGDlSpD0RMlEg,11,2017-04-18,6,Y1xrosQz5b3hJC8fGIK8VQ,3,"After a trip to Valley of Fire State Park with one of my former students and his family,we came here because his wife had been told that this restaurant had the best BBQ pork in Las Vegas.  They may, but you couldn't tell it by me.

The place is very small and we had to wait about 10 minutes before they put two tables together so the 5 of us could sit.

I think I may have simply ordered wrong.  I got # 71, BBQ pork chow fun (dry style).  It was good but there was nothing with the BBQ pork that stood out. 

I did however want to grab one of their Peking ducks and run out the door quickly.  They would have stopped me I'm sure.",13,PKEzKWv_FktMm2mGPjwd0Q
dXt7PAtGhxdgu7ff8iOZWA,26,2017-05-12,20,4Su_TE4w_Gx7lg6ier1o-g,4,"I keep on reading the name of this place as Poke Stop lol. Don't worry you won't find any Magikarp on this menu! This place differs from other poke places in that they offer sushi burritos/sushi wraps. Protein selections are a little less diverse than at other places but the fish is fresh. 

I had a sushi wrap with marinated tuna, salmon, and a plethora of toppings including diced mango, watermelon radish and masago. The marinated tuna is marinated in their ponzu sauce, and the yuzu dressing that they use is more on the tart side than super sweet which I liked. Also note that they will not make your wrap with brown rice. I think it's probably because the brown rice won't stick to the seaweed wrap like white rice does.

I loved the sushi wrap. It was hearty, filling, and I loved the mix of flavors and textures. The rice was soft and fluffy and it was a good amount of food for lunch. While the fish was fresh it did have a bit of a sticky texture to me. 

They don't have a soda fountain but they do have a varied selection of drinks including cold pressed watermelon juice, Hawaiian soda made with coffee extract, Press cold brew coffee and freshly brewed iced tea.

Service was superb. The young woman and gentleman working here were awesome. 

Overall it's a good place to get your poke fix! 4.5/5.",27,DK57YibC5ShBmqQl97CKog
VLDFjeqpUgWhnVuB_8GuEg,2,2012-04-29,0,p97v3m2bmPNGCJJflf5Hnw,3,"True Food rates as a 3.5 for me.  It's a good choice for those that are wanting to eat some healthier, lighter fare.  It's also a good choice for vegetarians, as there are many items on the menu that, while lacking meat, are so flavorful that you don't really need the meat in it.  I've had the hummus and the edamame dumplings, and both have been quite good.  I've also tried the banh-mi wrap and the TLT, and although both are very tasty, I liked the TLT a little more (perhaps due to the smoky bacon-like taste of the tempeh).  Drinks, while expensive, are freshly made, and the Red moon I tried was delicious.  

The sides I had with the sandwich were just OK.  The sweet potato hash was overcooked so there were a lot of burnt bits on my plate, and the kale salad tasted too sour to me.

In general, prices are a bit high, but that's probably to be expected for this area.",2,DK57YibC5ShBmqQl97CKog
U0UnBjz9DugW2qRZputKBg,3,2013-04-27,1,BXMa4IMzQcquH952ibtxNA,4,"I read some of the Yelp reviews and had Manan Bakery bookmarked for a couple of months,  Yesterday, I stopped in as I was coming back home.  The bakery is a small shop with two cases, but they are filled with delicious looking goodies.  There were many things with names I didn't recognize.  I asked the woman what some of those things were and she was happy to explain.

Instead of going with some of the newer things, I opted for two tried and true bakery goods--a chocolate mousse and a raspberry mousse.  I had the raspberry last night and it was excellent.  The light chocolate exterior that surrounds the mousse is very delicate and very tasty.  Chocolate and raspberry go so well together.

I noticed several items in the cases I'd like to try in the future, so I will  be back.",2,PKEzKWv_FktMm2mGPjwd0Q
MYpVX--9SecU-RTEyo1jsQ,2,2012-11-08,1,O9e0Q_QPYxOERY9SGFqpTg,4,"A very nice park with long, wide trails, both gravel/dirt and paved.  It's a good option for jogging, or walking your dog.  There are a fair amount of trees to provide shade as you go down the paths, and the grass is well-maintained.  Although there seems to be a fair number of people with dogs that go here, most of the owners seem to do a good job picking up after their dogs.  There are fountains at dog and human level, and dog bags available scattered throughout the park.  Parking isn't too much of a problem, since there are a lot of spaces available.  I haven't tried any of the water activities here, but I did see someone paddleboarding, and it looked pretty cool!",4,DK57YibC5ShBmqQl97CKog
HoSaNUluCRo5b8EMhvJ8TA,4,2013-07-12,1,aYe_IgGSPnu9y_2MJx4rQg,5,"Priscilla is a funny, brassy, high energy musical filled with a lot of great songs, bright costumes, and a super cast!

The basic outline--a group of female impersonators travels from Sydney, Australia to Alice Springs in the center of the country.  Along the way, they have various incidents--some funny, some not funny at all!  The story is not deep.  It's just what it needs to be the move the show along.  The thing here is the music and the costumes.

This is a national tour show of Priscilla which was to be at the Venetian until the middle of September, but sadly, ticket sales have not been good and the show is ending July 22nd.  It's sad that a city the size of Las Vegas, the home of Frank Marino and the city where female impersonator Kenny Kerr brought this kind of entertainment to this city, is not supporting this show. So, if you want to see it, you'll have to go quickly.

The show is just about 2 hours in length, and it's goes by quickly.  You'll be amazed when you look at your watch after the show.  The cast is excellent and the staging is very well done.  And of course, the costumes are over the top.  You'll smile and laugh almost the entire show!

Of the songs other reviewers have listed, none mentioned my favorite--MacArthur Park.  It's also one of the funniest dance routines in the entire show.  Locals, there's a 2 for 1 discount for the remainder of the shows.  Go see it!",3,PKEzKWv_FktMm2mGPjwd0Q
oVAySgyWYzzmvJpTJ8PO5Q,0,2013-09-13,0,WPj2SMusL9cFQYKkxevWlg,4,"Tiny little store selling locally grown produce, meats, with a focus on more organic and healthy foods. I browsed around and found prices comparable to other farmers markets. They also sell some locally made dog treats. They have some unique produce items, like white pomegranate, orange dates, and fresh pistachios from Crooked Sky farms (So fresh they are still in the fleshy fruit covering- fascinating!). While I didn't find anything I needed today, it's a good option for more sustainably grown groceries if you are in the area.",0,DK57YibC5ShBmqQl97CKog
